,County Code,District Code,School Code,School Name,Charter School,DASS,ChronicAbsenteeismRate
4,1,10017.0,0130625,Alternatives in Action,Yes,Yes,17.2
7,1,61119.0,0106401,Alameda Science and Technology Institute,No ,No ,8.0
9,1,61119.0,0130229,Alameda High,No ,No ,10.9
13,1,61127.0,0130450,Albany High,No ,No ,18.3
15,1,61143.0,0131177,Berkeley High,No ,No ,13.5
18,1,61150.0,0132225,Castro Valley High,No ,No ,14.9
19,1,61150.0,0133876,Castro Valley Virtual Academy,No ,No ,19.4
21,1,61168.0,0132746,Emery Secondary,No ,No ,39.2
23,1,61176.0,0130062,American High,No ,No ,9.9
26,1,61176.0,0134270,Irvington High,No ,No ,10.7
27,1,61176.0,0134452,John F. Kennedy High,No ,No ,15.9
28,1,61176.0,0135244,Mission San Jose High,No ,No ,10.8
29,1,61176.0,0138693,Washington High,No ,No ,12.7
31,1,61192.0,0108670,Leadership Public Schools - Hayward,Yes,No ,5.5
33,1,61192.0,0133629,Hayward High,No ,No ,34.7
34,1,61192.0,0135319,Mt. Eden High,No ,No ,25.8
36,1,61192.0,0138339,Tennyson High,No ,No ,32.8
39,1,61200.0,0133397,Granada High,No ,No ,10.1
40,1,61200.0,0134536,Livermore High,No ,No ,16.5
42,1,61234.0,0130054,Newark Memorial High,No ,No ,11.1
45,1,61242.0,0110478,Alternative Learning Academy at Conley-Caraballo High,No ,No ,73.3
47,1,61242.0,0134668,James Logan High,No ,No ,23.7
48,1,61242.0,0110460,Core Learning Academy at Conley-Caraballo High,No ,Yes,75.3
49,1,61259.0,0100065,Oakland Unity High,Yes,No ,13.3
51,1,61259.0,0108944,Lighthouse Community Charter High,Yes,No ,27.0
52,1,61259.0,0110189,McClymonds High,No ,No ,50.5
53,1,61259.0,0111856,AIMS College Prep High,Yes,No ,16.7
56,1,61259.0,0115238,ARISE High,Yes,No ,25.1
59,1,61259.0,0125161,Castlemont High,No ,No ,58.2
60,1,61259.0,0125716,Fremont High,No ,No ,34.5
61,1,61259.0,0126748,LPS Oakland R & D Campus,Yes,No ,1.7
67,1,61259.0,0135905,Oakland High,No ,No ,25.4
68,1,61259.0,0136051,Oakland Technical High,No ,No ,24.3
69,1,61259.0,0137943,Skyline High,No ,No ,41.8
70,1,61259.0,0149187,MetWest High,No ,No ,89.3
73,1,61259.0,0115667,Oakland International High,No ,Yes,59.4
75,1,61259.0,0119859,Gateway to College High at Laney College,No ,Yes,*
76,1,61259.0,0130146,Rudsdale Continuation High,No ,Yes,96.8
77,1,61259.0,0130179,Street Academy Alternative High,No ,Yes,91.0
80,1,61275.0,0136515,Piedmont High,No ,No ,4.5
81,1,61275.0,0130286,Millennium High Alternative,No ,Yes,23.9
82,1,61291.0,0137588,San Leandro High,No ,No ,19.2
85,1,61309.0,0111799,East Bay Arts High,No ,No ,29.9
86,1,61309.0,0114421,KIPP King Collegiate High,Yes,No ,16.4
87,1,61309.0,0130849,Arroyo High,No ,No ,14.7
88,1,61309.0,0137810,San Lorenzo High,No ,No ,29.4
90,1,75093.0,0132704,Dublin High,No ,No ,13.3
95,1,75101.0,0130096,Foothill High,No ,No ,9.2
96,1,75101.0,0130583,Amador Valley High,No ,No ,6.7
99,1,77180.0,0138289,Latitude 37.8 High,Yes,No ,22.9
101,3,10033.0,0330035,County Community,No ,Yes,78.3
104,3,73981.0,0330753,Amador High,No ,No ,28.1
105,3,73981.0,0334755,Argonaut High,No ,No ,31.2
109,4,10041.0,0134213,Come Back Butte Charter,Yes,Yes,63.1
114,4,61408.0,0430827,Biggs High,No ,No ,18.3
115,4,61424.0,0120394,Inspire School of Arts and Sciences,Yes,No ,26.4
118,4,61424.0,0431676,Chico High,No ,No ,20.2
119,4,61424.0,0437558,Pleasant Valley High,No ,No ,16.6
123,4,61424.0,0431502,Fair View High (Continuation),No ,Yes,89.5
124,4,61432.0,0433201,Durham High,No ,No ,17.3
126,4,61515.0,0434803,Las Plumas High,No ,No ,25.9
127,4,61515.0,0435602,Oroville High,No ,No ,31.3
131,4,61531.0,0437350,Paradise Senior High,No ,No ,29.8
134,4,75507.0,0433953,Gridley High,No ,No ,16.5
139,5,10058.0,9010745,Oakendell Community,No ,Yes,7.7
140,5,61556.0,0532507,Bret Harte Union High,No ,No ,16.0
148,6,61598.0,0631259,Colusa High,No ,No ,14.1
150,6,61606.0,0634758,Maxwell Sr High,No ,No ,4.2
151,6,61614.0,0635250,Pierce High,No ,No ,10.5
159,7,10074.0,0731380,Clayton Valley Charter High,Yes,No ,0.1
165,7,61630.0,0107524,Acalanes Center for Independent Study,No ,No ,73.3
166,7,61630.0,0730283,Acalanes High,No ,No ,10.6
167,7,61630.0,0731125,Campolindo High,No ,No ,9.8
168,7,61630.0,0733725,Las Lomas High,No ,No ,14.5
169,7,61630.0,0734244,Miramonte High,No ,No ,8.2
170,7,61648.0,0117218,Dozier-Libbey Medical High,No ,No ,22.1
172,7,61648.0,0730465,Deer Valley High,No ,No ,36.6
173,7,61648.0,0730861,Antioch High,No ,No ,34.6
177,7,61697.0,0737023,John Swett High,No ,No ,23.5
179,7,61721.0,0107797,Heritage High,No ,No ,16.6
180,7,61721.0,0730457,Freedom High,No ,No ,25.1
181,7,61721.0,0733980,Liberty High,No ,No ,19.8
182,7,61721.0,0730572,Independence High,No ,Yes,0.0
185,7,61739.0,0730549,Alhambra Senior High,No ,No ,12.6
189,7,61754.0,0730044,Northgate High,No ,No ,13.0
191,7,61754.0,0731646,College Park High,No ,No ,20.1
192,7,61754.0,0731836,Concord High,No ,No ,25.3
193,7,61754.0,0734566,Mt. Diablo High,No ,No ,33.8
194,7,61754.0,0737809,Ygnacio Valley High,No ,No ,37.0
197,7,61788.0,0735407,Pittsburg Senior High,No ,No ,35.2
199,7,61796.0,0101477,Leadership Public Schools: Richmond,Yes,No ,5.5
202,7,61796.0,0730291,Middle College High,No ,No ,2.7
204,7,61796.0,0730598,Hercules High,No ,No ,20.1
205,7,61796.0,0732164,De Anza High,No ,No ,30.4
206,7,61796.0,0732941,El Cerrito High,No ,No ,19.8
207,7,61796.0,0733659,John F. Kennedy High,No ,No ,49.7
208,7,61796.0,0735316,Pinole Valley High,No ,No ,18.2
209,7,61796.0,0735902,Richmond High,No ,No ,39.2
211,7,61804.0,0113118,Dougherty Valley High,No ,No ,7.3
212,7,61804.0,0730051,California High,No ,No ,8.7
214,7,61804.0,0734368,Monte Vista High,No ,No ,7.4
215,7,61804.0,0736504,San Ramon Valley High,No ,No ,13.5
217,7,77354.0,0132233,John Henry High,Yes,No ,15.8
219,8,10082.0,0830042,Del Norte Community,No ,Yes,89.6
221,8,61820.0,0833004,Del Norte High,No ,No ,20.8
225,9,10090.0,0930123,Mountainside Middle College High,Yes,Yes,0.0
226,9,10090.0,0930131,Rite of Passage,Yes,Yes,0.0
230,9,61853.0,0930081,Oak Ridge High,No ,No ,10.0
231,9,61853.0,0930164,Union Mine High,No ,No ,19.5
232,9,61853.0,0930214,Pacific Crest Academy,Yes,No ,4.9
233,9,61853.0,0932756,El Dorado High,No ,No ,16.5
234,9,61853.0,0936302,Ponderosa High,No ,No ,10.8
237,9,61903.0,0937805,South Tahoe High,No ,No ,32.5
243,10,10108.0,0136291,Career Technical Education Charter,Yes,No ,12.8
244,10,10108.0,0109991,Crescent View West Public Charter,Yes,Yes,64.7
249,10,62117.0,0113555,Clovis North High,No ,No ,12.9
251,10,62117.0,1030196,Clovis West High,No ,No ,18.2
253,10,62117.0,1030501,Buchanan High,No ,No ,15.5
254,10,62117.0,1030683,Clovis East High,No ,No ,16.8
255,10,62117.0,1031053,Clovis High,No ,No ,22.0
264,10,62158.0,1032150,Fowler High,No ,No ,20.6
266,10,62166.0,0108555,Design Science Middle College High,No ,No ,15.0
268,10,62166.0,0114553,University High,Yes,No ,2.4
269,10,62166.0,0132134,Phillip J Patino School of Entrepreneurship,No ,No ,23.4
272,10,62166.0,1030279,Bullard High,No ,No ,25.9
274,10,62166.0,1030295,Erma Duncan Polytechnical High,No ,No ,19.3
275,10,62166.0,1030675,Sunnyside High,No ,No ,39.2
276,10,62166.0,1031897,Edison High,No ,No ,31.6
277,10,62166.0,1032507,Fresno High,No ,No ,36.2
278,10,62166.0,1032911,Herbert Hoover High,No ,No ,37.0
279,10,62166.0,1034214,McLane High,No ,No ,39.2
280,10,62166.0,1035831,Roosevelt High,No ,No ,34.2
282,10,62166.0,6112619,Fulton,No ,No ,70.0
285,10,62166.0,1030642,School of Unlimited Learning,Yes,Yes,27.5
286,10,62166.0,1030717,Florence E. Rata,No ,Yes,48.3
289,10,62257.0,0124727,Kingsburg Independent Study High,No ,No ,40.4
290,10,62257.0,1033695,Kingsburg High,No ,No ,11.9
292,10,62265.0,0108092,Orange Cove High,No ,No ,8.2
293,10,62265.0,0126292,Reedley Middle College High,Yes,No ,0.4
294,10,62265.0,1035310,Reedley High,No ,No ,5.4
298,10,62281.0,0140434,Laton Online Academy,No ,No ,0.0
299,10,62281.0,1033950,Laton High,No ,No ,17.5
301,10,62364.0,1034990,Parlier High,No ,No ,21.2
302,10,62364.0,0126870,San Joaquin Valley High,No ,Yes,55.4
303,10,62380.0,0136499,Ambassador Phillip V. Sanchez II Public Charter,Yes,Yes,63.9
304,10,62414.0,0141291,Sanger West High,No ,No ,0.0
306,10,62414.0,1036094,Sanger High,No ,No ,16.2
310,10,62430.0,1036672,Selma High,No ,No ,20.3
316,10,62547.0,0136523,Crescent View South II,Yes,Yes,60.2
317,10,73809.0,1030121,Firebaugh High,No ,No ,13.5
321,10,73965.0,0140509,Justin Garza High,No ,No ,21.5
323,10,73965.0,1030626,Central East High,No ,No ,25.0
324,10,73965.0,1030790,Central High,No ,No ,32.1
326,10,73965.0,1035112,Pershing Continuation High,No ,Yes,83.7
328,10,73999.0,1033430,Kerman High,No ,No ,19.4
329,10,73999.0,1033422,Enterprise High,No ,Yes,51.9
330,10,75127.0,1030493,Mendota High,No ,No ,15.1
333,10,75234.0,1037456,Tranquillity High,No ,No ,31.4
335,10,75275.0,1036938,Sierra High,No ,No ,32.9
339,10,75408.0,1035575,Riverdale High,No ,No ,10.9
341,10,75598.0,1030535,Caruthers High,No ,No ,19.2
343,10,76778.0,1038306,Washington High,No ,No ,22.1
344,10,76778.0,0122473,Elm High,No ,Yes,86.3
351,11,62646.0,1136209,Princeton High,No ,No ,25.0
352,11,62653.0,1132109,Elk Creek High,No ,No ,54.2
353,11,62661.0,1132851,Willows High,No ,No ,20.9
355,11,75481.0,1135656,Orland High,No ,No ,13.2
357,11,76562.0,1133701,Hamilton High,No ,No ,13.9
364,12,10124.0,0106203,Humboldt County Office of Education Juvenile Hall Court,No ,Yes,0.0
368,12,62687.0,0107110,Six Rivers Charter High,Yes,No ,29.3
370,12,62687.0,1230705,Arcata High,No ,No ,30.8
371,12,62687.0,1235209,McKinleyville High,No ,No ,40.7
374,12,62810.0,0108688,Academy of the Redwoods,No ,No ,13.6
375,12,62810.0,1233402,Fortuna Union High,No ,No ,26.6
377,12,62901.0,1234004,Hoopa Valley High,No ,No ,77.5
382,12,63040.0,1237007,South Fork High,No ,No ,41.6
384,12,75374.0,1232909,Ferndale High,No ,No ,22.1
385,12,75382.0,1230085,Mattole Triple Junction High,No ,No ,*
387,12,75515.0,1232206,Eureka Senior High,No ,No ,23.7
391,13,10132.0,1330117,Imperial County Juvenile Hall/Community,No ,Yes,0.0
393,13,63081.0,1331404,Brawley Union High,No ,No ,20.1
397,13,63099.0,1332204,Calexico High,No ,No ,29.1
398,13,63099.0,1332154,Aurora High (Continuation),No ,Yes,59.9
399,13,63107.0,1332501,Calipatria High,No ,No ,26.0
402,13,63115.0,1330133,Southwest High,No ,No ,19.4
403,13,63115.0,1333004,Central Union High,No ,No ,11.3
406,13,63149.0,1335306,Holtville High,No ,No ,18.3
408,13,63164.0,1335900,Imperial High,No ,No ,20.3
411,13,63214.0,1337609,San Pasqual Valley High,No ,No ,31.1
413,14,10140.0,0117994,YouthBuild Charter School of California,Yes,Yes,82.8
414,14,10140.0,0128447,The Education Corps,Yes,Yes,80.6
415,14,10140.0,0128454,College Bridge Academy,Yes,Yes,74.8
417,14,63248.0,1431352,Big Pine High,No ,No ,50.0
419,14,63289.0,1434901,Lone Pine High,No ,No ,40.4
420,14,63297.0,1436203,Owens Valley High,No ,No ,33.3
422,14,76687.0,1431600,Bishop Union High,No ,No ,22.9
423,14,76687.0,0119081,Bishop Independent Study,No ,Yes,70.8
433,15,63412.0,0100529,Cesar E. Chavez High,No ,No ,15.9
434,15,63412.0,0116384,Robert F. Kennedy High,No ,No ,18.0
435,15,63412.0,1531672,Delano High,No ,No ,19.2
437,15,63529.0,0100198,Golden Valley High,No ,No ,14.1
438,15,63529.0,0110999,Frontier High,No ,No ,12.6
439,15,63529.0,0116392,Independence High,No ,No ,15.3
440,15,63529.0,0116400,Mira Monte High,No ,No ,17.9
441,15,63529.0,0141101,Del Oro High,No ,No ,29.8
442,15,63529.0,1530252,Arvin High,No ,No ,22.6
443,15,63529.0,1530344,Stockdale High,No ,No ,11.4
444,15,63529.0,1530369,Centennial High,No ,No ,11.7
445,15,63529.0,1530385,Ridgeview High,No ,No ,13.5
446,15,63529.0,1530476,Liberty High,No ,No ,13.0
447,15,63529.0,1530708,Bakersfield High,No ,No ,19.2
448,15,63529.0,1532290,East Bakersfield High,No ,No ,26.3
449,15,63529.0,1532605,Foothill High,No ,No ,20.8
450,15,63529.0,1533330,Highland High,No ,No ,16.1
451,15,63529.0,1533538,Kern Valley High,No ,No ,32.6
452,15,63529.0,1534775,North High,No ,No ,26.9
453,15,63529.0,1535087,Shafter High,No ,No ,20.2
454,15,63529.0,1535392,South High,No ,No ,16.7
455,15,63529.0,1536606,West High,No ,No ,22.8
465,15,63628.0,1533843,Maricopa High,No ,No ,37.9
466,15,63628.0,0127209,Insight School of California,Yes,Yes,30.3
467,15,63677.0,0114512,California City High,No ,No ,51.0
473,15,63776.0,1534957,Rosamond High Early College Campus,No ,No ,27.3
475,15,63818.0,1535905,Taft Union High,No ,No ,21.1
477,15,63826.0,1536135,Tehachapi High,No ,No ,28.7
479,15,63859.0,1536440,Wasco High,No ,No ,17.0
481,15,73742.0,1531367,Burroughs High,No ,No ,26.2
484,15,73908.0,1534155,McFarland High School Early College,No ,No ,9.6
485,15,73908.0,1530146,San Joaquin High (Continuation),No ,Yes,73.2
486,15,75168.0,1530401,Frazier Mountain High,No ,No ,23.5
492,16,63891.0,1632207,Corcoran High,No ,No ,18.8
495,16,63925.0,0118919,Sierra Pacific High,No ,No ,14.0
496,16,63925.0,0137901,Hanford Online Charter,Yes,No ,39.7
497,16,63925.0,1630169,Hanford West High,No ,No ,18.1
498,16,63925.0,1634401,Hanford High,No ,No ,21.9
499,16,63925.0,1630151,Hanford Community Day,No ,Yes,80.0
501,16,63958.0,0136556,Kings Valley Academy II,Yes,Yes,69.0
502,16,63982.0,0110205,Lemoore Middle College High,Yes,No ,7.5
503,16,63982.0,0136234,Lemoore Online College Preparatory High,Yes,No ,35.8
504,16,63982.0,1635606,Lemoore High,No ,No ,13.8
506,16,73932.0,1630953,Avenal High,No ,No ,15.0
512,17,64014.0,1734359,Kelseyville High,No ,No ,23.9
516,17,64022.0,1735000,Lower Lake High,No ,No ,42.7
520,17,64030.0,1732304,Clear Lake High,No ,No ,35.5
524,17,64055.0,1736008,Middletown High,No ,No ,30.0
526,17,76976.0,1737006,Upper Lake High,No ,No ,36.8
531,18,64139.0,1833805,Lassen High,No ,No ,22.5
534,18,64204.0,1838507,Westwood High,No ,No ,29.3
536,18,75036.0,1833409,Herlong High,No ,No ,50.0
542,19,10199.0,0134346,Intellectual Virtues Academy,Yes,No ,58.3
544,19,10199.0,0136119,Animo City of Champions Charter High,Yes,No ,27.5
546,19,10199.0,0140681,Environmental Charter High - Gardena,Yes,No ,22.2
552,19,10199.0,0121939,"Rockey, Glenn Camp",No ,Yes,0.0
554,19,10199.0,0138669,Da Vinci RISE High,Yes,Yes,67.7
555,19,10199.0,1933399,L.A. County High School for the Arts,No ,Yes,20.3
556,19,10199.0,1995869,International Polytechnic High,No ,Yes,9.9
558,19,64212.0,1930056,Cerritos High,No ,No ,10.8
559,19,64212.0,1930361,Artesia High,No ,No ,24.7
561,19,64212.0,1933159,Gahr (Richard) High,No ,No ,14.8
562,19,64212.0,1995596,ABC Secondary (Alternative),No ,No ,29.4
563,19,64212.0,1931641,Tracy (Wilbur) High (Continuation),No ,Yes,65.2
564,19,64246.0,0100081,William J. (Pete) Knight High,No ,No ,24.9
565,19,64246.0,0108407,Eastside High,No ,No ,30.3
566,19,64246.0,0111872,SOAR High (Students On Academic Rise),No ,No ,3.4
568,19,64246.0,1930213,Antelope Valley High,No ,No ,36.5
569,19,64246.0,1936624,Palmdale High,No ,No ,31.6
570,19,64246.0,1937051,Quartz Hill High,No ,No ,18.1
571,19,64246.0,1995398,Highland High,No ,No ,20.5
572,19,64246.0,1995406,Littlerock High,No ,No ,31.3
573,19,64246.0,1995844,Lancaster High,No ,No ,28.2
574,19,64246.0,1931732,Desert Winds Continuation High,No ,Yes,76.7
575,19,64246.0,1995968,Phoenix High Community Day,No ,Yes,86.0
576,19,64246.0,1996537,Desert Sands Charter,Yes,Yes,62.3
578,19,64261.0,1930288,Arcadia High,No ,No ,6.6
580,19,64279.0,1930528,Azusa High,No ,No ,30.9
582,19,64287.0,1930601,Baldwin Park High,No ,No ,17.0
583,19,64287.0,1938166,Sierra Vista High,No ,No ,16.5
585,19,64287.0,1996479,Opportunities for Learning - Baldwin Park,Yes,Yes,36.8
586,19,64295.0,1930700,Bassett Senior High,No ,No ,25.4
593,19,64311.0,1930981,Beverly Hills High,No ,No ,16.6
596,19,64329.0,1931088,Bonita High,No ,No ,10.2
597,19,64329.0,1937739,San Dimas High,No ,No ,16.6
600,19,64337.0,0131573,Burbank Unified Independent Learning Academy (BUILA),No ,No ,40.9
601,19,64337.0,1931187,Burbank High,No ,No ,19.9
602,19,64337.0,1931237,Burroughs High,No ,No ,14.4
603,19,64337.0,1995877,Magnolia Park,No ,No ,89.5
605,19,64352.0,0118521,Centinela Valley Independent Study,No ,No ,44.5
606,19,64352.0,1933951,Hawthorne High,No ,No ,28.5
607,19,64352.0,1934926,Lawndale High,No ,No ,33.4
608,19,64352.0,1935048,Leuzinger High,No ,No ,19.3
609,19,64352.0,0128488,Family First Charter,Yes,Yes,88.7
610,19,64352.0,0128496,New Opportunities Charter,Yes,Yes,73.9
612,19,64378.0,1931666,Charter Oak High,No ,No ,16.7
614,19,64378.0,1930312,Arrow High (Continuation),No ,Yes,76.4
616,19,64394.0,1931823,Claremont High,No ,No ,17.1
619,19,64436.0,1932086,Covina High,No ,No ,21.0
620,19,64436.0,1936418,Northview High,No ,No ,16.9
621,19,64436.0,1938372,South Hills High,No ,No ,15.3
623,19,64444.0,1932201,Culver City High,No ,No ,12.5
625,19,64451.0,1932441,Downey High,No ,No ,17.8
626,19,64451.0,1939164,Warren (Earl) High,No ,No ,23.9
629,19,64469.0,0134858,California School of the Arts - San Gabriel Valley,Yes,No ,11.9
630,19,64469.0,1932482,Duarte High,No ,No ,13.5
634,19,64519.0,1930320,Arroyo High,No ,No ,15.9
635,19,64519.0,1932664,El Monte High,No ,No ,15.7
636,19,64519.0,1932680,Mountain View High,No ,No ,22.6
637,19,64519.0,1937481,Rosemead High,No ,No ,14.1
638,19,64519.0,1995661,South El Monte High,No ,No ,19.8
640,19,64519.0,1996123,El Monte Union High School Community Day,No ,Yes,91.3
641,19,64527.0,1932706,El Rancho High,No ,No ,16.4
643,19,64535.0,1932763,El Segundo High,No ,No ,12.4
644,19,64535.0,1930353,Arena High (Continuation),No ,Yes,49.0
645,19,64568.0,1932144,Crescenta Valley High,No ,No ,13.1
646,19,64568.0,1933530,Glendale High,No ,No ,18.9
647,19,64568.0,1934082,Herbert Hoover High,No ,No ,22.3
649,19,64568.0,1996131,Anderson W. Clark Magnet High,No ,No ,6.1
653,19,64576.0,1933597,Glendora High,No ,No ,8.8
654,19,64576.0,1939677,Whitcomb Continuation High,No ,Yes,59.7
656,19,64592.0,0100354,Hawthorne Math and Science Academy,Yes,No ,8.0
657,19,64634.0,1934231,Inglewood High,No ,No ,43.7
659,19,64634.0,1996529,City Honors International Preparatory High,Yes,No ,25.1
660,19,64634.0,1996586,Animo Inglewood Charter High,Yes,No ,19.6
664,19,64683.0,1930080,Agoura High,No ,No ,14.6
665,19,64683.0,1931781,Calabasas High,No ,No ,14.0
666,19,64691.0,1996438,Environmental Charter High - Lawndale,Yes,No ,12.8
667,19,64709.0,0100602,"Lennox Mathematics, Science and Technology Academy",Yes,No ,9.5
668,19,64709.0,1996313,Animo Leadership High,Yes,No ,11.0
669,19,64725.0,0127381,"Ernest S. McBride, Sr. High",No ,No ,19.0
670,19,64725.0,0132324,Eunice Sato Academy of Math & Science,No ,No ,7.4
671,19,64725.0,0135525,Richard D. Browning High,No ,No ,33.7
673,19,64725.0,1934470,Jordan High,No ,No ,28.3
674,19,64725.0,1934678,Lakewood High,No ,No ,29.1
675,19,64725.0,1935758,Millikan High,No ,No ,18.0
676,19,64725.0,1936947,Polytechnic High,No ,No ,32.2
677,19,64725.0,1939875,Wilson High,No ,No ,34.8
678,19,64725.0,1995539,California Academy of Mathematics and Science,No ,No ,6.8
680,19,64725.0,1995935,Cabrillo High,No ,No ,44.5
681,19,64725.0,1996503,Renaissance High School for the Arts,No ,No ,22.2
682,19,64725.0,0131938,Clear Passage Educational Center,Yes,Yes,18.6
684,19,64733.0,0100677,High Tech LA,Yes,No ,11.4
685,19,64733.0,0100750,Wallis Annenberg High,Yes,No ,16.9
686,19,64733.0,0100800,Central City Value,Yes,No ,21.6
687,19,64733.0,0101196,ICEF View Park Preparatory High,Yes,No ,17.7
688,19,64733.0,0101659,"CATCH Prep Charter High, Inc.",Yes,No ,1.4
689,19,64733.0,0101675,Oscar De La Hoya Animo Charter High,Yes,No ,24.3
691,19,64733.0,0102434,Animo South Los Angeles Charter,Yes,No ,30.2
693,19,64733.0,0102913,Middle College High,No ,No ,20.2
694,19,64733.0,0102921,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,No ,No ,4.4
695,19,64733.0,0106831,Animo Venice Charter High,Yes,No ,22.3
696,19,64733.0,0106849,Animo Pat Brown,Yes,No ,20.1
698,19,64733.0,0106997,Orthopaedic Hospital,No ,No ,11.6
699,19,64733.0,0107003,Northridge Academy High,No ,No ,23.2
701,19,64733.0,0107755,Port of Los Angeles High,Yes,No ,9.9
702,19,64733.0,0108878,CHAMPS - Charter HS of Arts-Multimedia & Performing,Yes,No ,35.8
703,19,64733.0,0108894,Alliance Judy Ivie Burton Technology Academy High,Yes,No ,4.4
705,19,64733.0,0108936,Alliance Collins Family College-Ready High,Yes,No ,15.5
706,19,64733.0,0109447,Santee Education Complex,No ,No ,40.2
707,19,64733.0,0109454,South East High,No ,No ,37.7
