,School Code,Homeless Student Enrollment (Rate)
71452,3030640,0.029256875365710942
71476,0124131,0.007407407407407408
71480,3030210,0.10942100098135427
71584,3030855,0.06835722160970231
71585,3032505,0.04616156547917712
71586,3033362,0.025718608169440244
71587,3030335,0.08055555555555556
71590,3037090,0.023783783783783784
71591,3037348,0.010012515644555695
71592,3037496,0.01811023622047244
71596,3030434,0.038159371492704826
71612,3032752,0.03209986625055729
71624,3033578,0.034695817490494295
71628,3033933,0.036715620827770364
71641,3035581,0.01728247914183552
71646,3035706,0.0579987253027406
71649,3036555,0.035613340870548335
71669,3030368,0.038834951456310676
71670,3031895,0.00477326968973747
71671,3032158,0.02127659574468085
71672,3032943,0.028033935817041684
71673,3034410,0.02819640252795333
71675,3030145,0.28476269775187346
71677,3038445,0.13197586726998492
71686,3030129,0.024193548387096774
71696,3030152,0.0029426189308484553
71704,3030657,0.00043122035360068997
71707,0133405,0.003959683225341973
71718,3035102,0.003336113427856547
71723,3030285,0.0008680555555555555
71736,3033206,0.007194244604316547
71745,3033917,0.00033647375504710633
71770,3034907,0.17
71777,0111666,0.09444444444444444
71790,3035045,0.03654024051803885
71821,0133983,0.059957173447537475
71831,0134841,0.05396825396825397
71842,0141978,0.010830324909747292
71846,3030046,0.008861320336730172
71853,3031952,0.03184713375796178
71868,3035409,0.04034896401308615
71883,3038098,0.01169864295741694
71893,3031929,0.11916342412451363
71894,3030053,0.11468531468531469
71917,3038023,0.3081232492997199
71920,0119404,0.03836930455635491
71927,3030061,0.06555723651033787
71933,3030244,0.1016949152542373
71939,3034956,0.04957160342717258
71951,3030079,0.4778481012658228
71954,3030392,0.018867924528301886
71962,3030491,0.20659614187927816
71975,0114736,0.17567567567567569
71990,3030608,0.08908685968819599
71994,0106567,0.01875
72002,3036357,0.14318268135206988
72004,0108365,0.0735233374638579
72008,3036456,0.3143282102131879
72019,0102871,0.010482180293501049
72026,3032109,0.015116811726981219
72045,3037553,0.05002908667830134
74457,3130101,0.02
74465,3131851,0.02384737678855326
74467,3132453,0.02694610778443114
74468,0102293,0.024752475247524754
74469,0138081,0.014084507042253521
74471,3135704,0.03918613413715147
74484,3130150,0.011161846778285134
74493,0108084,0.004786979415988511
74517,0116459,0.08797032326444092
74518,3130184,0.006243996157540826
74519,3130119,0.03389830508474576
74523,3135308,0.02347762289068232
74524,3136504,0.03701298701298701
74525,0139840,0.008636363636363636
74526,3130176,0.047784967645594825
74533,3130010,0.03375527426160337
74538,3138500,0.008648648648648649
74549,3134657,0.06521739130434782
74555,0140541,0.022979985174203115
75098,0100057,0.26666666666666666
79258,0125732,0.08890086206896551
79260,3330008,0.10351201478743069
79266,3334299,0.12073490813648294
79289,3330479,0.0393574297188755
79307,3330990,0.041444398851046366
79309,0100255,0.04607594936708861
79315,0121673,0.011406844106463879
79329,3330446,0.01725923369002416
79334,3331600,0.019830028328611898
79343,0110627,0.007198952879581152
79352,0110759,0.005698005698005698
79360,3334232,0.014699127239320165
79371,3330701,0.008563018464008563
79395,3333192,0.04678638941398866
79402,3330669,0.013556618819776715
79408,3330388,0.008775981524249422
79411,0118885,0.028735632183908046
79430,3332673,0.02525832376578645
79438,0113159,0.03326509723643808
79440,3330537,0.03709126403123475
79452,3330412,0.017051705170517052
79459,0114157,0.015810276679841896
79462,3337136,0.014577259475218658
79478,3332350,0.08005822416302766
79482,0107920,0.08213096559378469
79491,3330487,0.0471584038694075
79524,3330396,0.018844735764031135
79537,3333770,0.028338342636324603
79552,3330438,0.02175414364640884
79553,3331071,0.025845864661654134
79567,0118794,0.00878003696857671
79569,3330529,0.006398537477148081
79575,0100420,0.00835975785528971
79579,3331014,0.06837606837606838
79588,3330578,0.08002832861189801
79591,3330818,0.08603896103896104
79602,3335130,0.07969639468690702
79604,0127316,0.09319233311302048
79612,3335759,0.023106546854942234
79628,0113191,0.02433281004709576
79629,0140491,0.02167300380228137
79631,3330727,0.017830609212481426
79633,3335973,0.04735959765297569
79638,0128397,0.07439824945295405
79641,0128777,0.05827067669172932
79646,0125237,0.019230769230769232
79657,3330024,0.061515748031496065
79673,3334406,0.05640314378178456
79680,3330859,0.02462526766595289
79688,3336237,0.05857898715041572
79690,3336492,0.048608042421564294
79717,3331006,0.01809954751131222
79723,3337656,0.03218562874251497
79731,3330743,0.003981623277182236
79735,0105734,0.006203068886712374
79748,3330636,0.0
79755,3330370,0.009417509591907918
79762,0109108,0.03519907674552799
79773,0133306,0.03653322969296541
79775,3330552,0.03423423423423423
82406,3430378,0.07600281491907107
82424,0116897,0.015945330296127564
82434,3432572,0.016835016835016835
82439,3430477,0.042437431991294884
82442,3430873,0.011280931586608443
82456,3430592,0.015425297487880123
82462,0105916,0.03598326359832636
82465,0108753,0.013846153846153847
82475,3430618,0.027101335428122545
82482,3430170,0.07982261640798226
82491,3431533,0.0666049953746531
82496,3433216,0.01956882255389718
82502,3434792,0.08376963350785341
82519,0113571,0.0044004400440044
82534,3433471,0.027054108216432865
82535,0119131,0.03208556149732621
82543,0102236,0.030277544154751892
82548,3430584,0.07456828885400314
82550,0112425,0.0
82567,4835302,0.05027932960893855
82575,0137950,0.07466666666666667
82586,0108951,0.03550295857988166
82590,3435419,0.05680173661360347
82610,0101899,0.022222222222222223
82614,3434636,0.11524547803617571
82622,3434768,0.06509539842873176
82627,3431012,0.09326424870466321
82642,0101972,0.04678007290400972
82643,0102038,0.1108695652173913
82644,0101881,0.048484848484848485
82657,0101907,0.0091324200913242
82661,3430865,0.0054585152838427945
82682,3430493,0.023703703703703703
82688,3431111,0.02145214521452145
82692,3432051,0.04888352444176222
82698,3432317,0.04134762633996937
82699,3430386,0.09491525423728814
82700,3432838,0.12365591397849462
82722,0135772,0.019230769230769232
82723,3430048,0.07312049433573635
82724,3435930,0.07962138084632517
82735,3436714,0.01361573373676248
82737,3438504,0.10647482014388489
82751,0139584,0.09915730337078651
82759,3433265,0.10043668122270742
82764,0101832,0.02095238095238095
82766,3433794,0.13766816143497757
82771,0130757,0.07208882277943052
82772,3434370,0.10887573964497041
82791,3436979,0.0625
84106,3530060,0.07272727272727272
84127,0132308,0.03333333333333333
84128,3530045,0.0
89242,3630423,0.06090289608177172
89245,3630894,0.05685279187817259
89258,3630076,0.28125
89261,3630803,0.04611111111111111
89277,3630290,0.1506849315068493
89288,3630225,0.03491078355314197
89289,3630845,0.10526315789473684
89290,0126243,0.05128205128205128
89291,3632205,0.05544267053701016
89292,3631157,0.052452025586353944
89293,3630373,0.0502171552660152
89294,3631058,0.025915687629578438
89295,3633906,0.06759160441124155
89297,3634482,0.057832422586520944
89298,3630571,0.03562194771617351
89299,3637659,0.0867430441898527
89303,3631587,0.0
89309,3632502,0.07181571815718157
89310,3631017,0.04291108822519739
89314,3630035,0.10780669144981413
89334,3630522,0.03415195702225633
89339,3631322,0.06813819577735125
89340,3632742,0.08040201005025126
89346,0125500,0.07374005305039788
89405,3630555,0.02673545966228893
89406,3633302,0.043494286767416145
89410,3630902,0.02905982905982906
89412,0120758,0.02694136291600634
89431,0108191,0.028980446927374302
89453,3630407,0.09530845954931659
89469,0119115,0.025582283314242078
89473,3630746,0.04801038062283737
89476,0136432,0.09101225601452564
89482,3630563,0.014084507042253521
89503,3638616,0.07430830039525692
89512,3630266,0.11538461538461539
89515,3634169,0.11148648648648649
89564,0118802,0.11002227171492204
89585,3630779,0.08128449573507275
89586,3635042,0.08262350936967632
89595,3633005,0.12894736842105264
89609,3630597,0.10046478369681802
89616,0102830,0.12833969465648856
89618,3630530,0.1118421052631579
89624,3635265,0.01312910284463895
89631,3631082,0.12999322951929587
89639,3632221,0.08849259757738896
89653,0136952,0.0192
89665,0125450,0.15642994241842612
89675,3631090,0.02909090909090909
89687,3634680,0.13403508771929826
89699,3635844,0.13784764207980654
89700,3636081,0.07587908698334361
89715,0140012,0.0066555740432612314
89729,3630274,0.0625
89742,3630233,0.04692556634304207
89761,3637584,0.04969778374748153
89784,0125419,0.04597701149425287
89793,3630787,0.034998033818324815
89795,3638012,0.0421799178798059
89801,3633351,0.08235294117647059
89811,3638509,0.011863224005582694
96596,0129320,0.12087912087912088
96602,3730447,0.0
96604,0134890,0.07137954701441318
96643,3730694,0.012123745819397994
96644,3731163,0.0
96654,0127423,0.006097560975609756
96707,3731478,0.0009794319294809011
96766,0111195,0.005843681519357195
96767,0127241,0.015463917525773196
96768,3731023,0.0
96769,3732062,0.04337899543378995
96771,3735313,0.03956272774596564
96772,3730058,0.03371369294605809
96785,3732179,0.08320493066255778
96788,3730967,0.045871559633027525
96790,3731692,0.016179540709812108
96791,3731809,0.0042395336512983575
96792,3731486,0.0
96793,3732336,0.013980263157894737
96794,3732625,0.009102730819245773
96796,3732732,0.023791250959324637
96797,0132548,0.010471204188481676
96798,0128793,0.0
96799,3734548,0.018226002430133656
96800,3734761,0.033373063170441
96804,3731262,0.027378815080789945
96806,3730066,0.0077348066298342545
96807,3730702,0.004793289394847214
96820,3733219,0.0
96877,3734878,0.031180400890868598
96881,0123224,0.19186046511627908
96899,3739018,0.009780907668231613
96911,3735206,0.023694390715667313
96929,0118935,0.003852080123266564
96941,3730074,0.016902944383860415
96947,3735867,0.035664659564613246
96949,3730819,0.009279717189571365
96959,3731528,0.007936507936507936
96973,3735974,0.019243986254295534
96992,0115998,0.0
97016,3730173,0.028892455858747994
97027,3731213,0.05638665132336018
97030,0107177,0.20618556701030927
97042,0127647,0.07291666666666667
97043,0118315,0.07746478873239436
97061,3737962,0.15584415584415584
97072,0114462,0.013793103448275862
97074,3732781,0.03081123244929797
97078,3731247,0.002369668246445498
97079,0106732,0.024725274725274724
97080,0108787,0.005333333333333333
97086,3732997,0.1464088397790055
97102,0107094,0.07262569832402235
97103,0107078,0.10582010582010581
97104,0107102,0.059748427672955975
97105,0107086,0.08928571428571429
97110,0118851,0.016597510373443983
97117,3733508,0.015806988352745424
97122,0114025,0.24327628361858192
97127,3733698,0.11274509803921569
97139,3730181,0.10034602076124567
97141,3734431,0.028996865203761754
97143,3734654,0.14759928867812686
97164,3735750,0.03147835862844295
97177,0107219,0.15181138585393905
97178,0107482,0.015873015873015872
97181,0122788,0.0
97183,3730884,0.014963880288957688
97197,3730231,0.19360902255639098
97198,3730314,0.04464871963230466
97211,0106328,0.0041647385469689956
97216,3731007,0.02040816326530612
97220,3737418,0.03757380568974772
97221,3737384,0.056451612903225805
97222,3730033,0.019711902956785442
97231,0105726,0.04423213021939137
97239,3737632,0.05103011093502377
97269,0114678,0.012539184952978056
97270,0137067,0.006818181818181818
97271,0114694,0.0
97302,0125401,0.09411764705882353
97306,3730405,0.010931558935361217
97308,3730801,0.01804812834224599
97310,3731064,0.033119130004943154
97313,3730843,0.00488171235448742
97318,3732849,0.019230769230769232
97320,3731304,0.07255520504731862
97322,3733953,0.02533532041728763
97324,3738234,0.02025014889815366
97327,0111831,0.0057827344072697235
97329,3731627,0.010835913312693499
97332,3731502,0.04323040380047506
97334,3730124,0.027677496991576414
97335,3738226,0.024776604386677496
97342,3731114,0.07616487455197132
97364,0118430,0.028469750889679714
97367,0114264,0.03592814371257485
97368,3730728,0.07508532423208192
97374,3738705,0.1260096930533118
97382,0139451,0.1192429022082019
98139,3830361,0.02040816326530612
98140,3830395,0.21568627450980393
98142,0119958,0.08333333333333333
98147,3830387,0.011661807580174927
98148,3830288,0.04628224582701062
98152,3830254,0.0718132854578097
98158,0107300,0.0
98165,3830064,0.1124031007751938
98174,3831765,0.10936682365253794
98176,3830437,0.008350730688935281
98186,3830197,0.09180327868852459
98188,0102103,0.09137055837563451
98194,0127530,0.06310679611650485
98201,3830429,0.0
98203,3833241,0.03829029385574354
98205,3833407,0.031587057010785825
98208,3830403,0.11921708185053381
98216,3834082,0.09408602150537634
98223,3834769,0.13359528487229863
98233,0119875,0.14855875831485588
98252,3830205,0.04833333333333333
98253,3839081,0.040446304044630406
98255,3830031,0.13588850174216027
100923,3932308,0.004711425206124852
100940,0128967,0.003998400639744102
100952,3933801,0.06896551724137931
100960,3933959,0.014267185473411154
100965,0101956,0.0
100969,3930237,0.008712487899322363
100994,3934783,0.01328740157480315
100998,3930443,0.0
101007,0108225,0.01071630005640158
101009,3934759,0.006297795771479982
101020,3932001,0.13597560975609757
101029,0116376,0.06355140186915888
101031,3935103,0.09090909090909091
101040,3930310,0.05048213272830403
101044,0101576,0.13365155131264916
101053,0136135,0.014778325123152709
101056,0133116,0.06944444444444445
101068,3935756,0.01588785046728972
101087,0108159,0.056138749429484255
101093,3932100,0.08248232521602514
101094,0115402,0.024509803921568627
101105,0123802,0.024154589371980676
101122,0124248,0.0049504950495049506
101130,3937406,0.09283135636926251
101133,0119743,0.00936768149882904
101134,0119784,0.1488095238095238
101143,3930427,0.01928374655647383
101155,0119040,0.03241296518607443
101160,3930302,0.06911551474142098
101161,0102392,0.006550218340611353
101167,3938008,0.07570806100217865
102823,4030102,0.01020408163265306
102824,4030755,0.03013029315960912
102840,4032009,0.1657142857142857
102845,0125328,0.08536585365853659
102857,4030268,0.23986486486486486
102867,0119354,0.0547945205479452
102872,4035754,0.0892175572519084
102888,4034807,0.07012987012987013
102893,4036703,0.04971098265895954
102906,4037008,0.09090909090909091
102910,4037701,0.0026845637583892616
102912,4030185,0.015873015873015872
105841,4132817,0.008705114254624592
105869,4133393,0.02464788732394366
105871,4135075,0.004158004158004158
105872,0127548,0.0
105873,4137535,0.015789473684210527
105874,4137592,0.07653061224489796
105875,4137790,0.020588235294117647
105879,4135331,0.0
105949,0135269,0.0
105951,4130217,0.005312868949232586
105952,4130472,0.0030845157310302285
105953,4130738,0.011807447774750226
105954,0129759,0.0
105955,4133070,0.007361963190184049
105956,4134557,0.0017699115044247787
105959,4136370,0.01951219512195122
105984,4130993,0.002092925910422771
105986,0126722,0.006944444444444444
105988,0139915,0.019138755980861243
105989,4133716,0.012992831541218637
105992,4136693,0.012933264355923435
105993,0112722,0.006600660066006601
105994,0138420,0.0
105995,4138053,0.00989522700814901
106001,4132551,0.018315018315018316
106010,4137279,0.04896710022953328
108991,4230587,0.06557377049180328
109001,4231205,0.0
109020,4230454,0.05263157894736842
109027,4233060,0.06153846153846154
109054,0120402,0.05365853658536585
109056,4231726,0.02871467639015497
109068,4235230,0.059415911379657606
109072,4235727,0.07414829659318638
109075,4234613,0.15771028037383178
109077,0102285,0.31230674087816945
109078,4236030,0.192850705917693
109102,4236345,0.01098901098901099
113209,4330866,0.005847953216374269
113210,4331955,0.0035112359550561797
113212,4330239,0.0015519917227108122
113214,4336137,0.0019749835418038184
113215,4338505,0.010392609699769052
113240,0125617,0.03571428571428571
113241,0132274,0.0
113242,4332995,0.14988558352402745
113244,0131995,0.3273381294964029
113248,0107151,0.6634114583333334
113249,4330692,0.010133912414042706
113251,4330031,0.050867985466289865
113252,4333639,0.1192468619246862
113253,0116889,0.009596928982725527
113254,4330668,0.15315315315315314
113255,0130856,0.23481781376518218
113256,4334900,0.10564663023679417
113258,4335204,0.05217391304347826
113261,4335907,0.016129032258064516
113263,4330023,0.027489860297431275
113264,4337903,0.01923937360178971
113265,4335428,0.07921462423832092
113266,4330015,0.05597230236583958
113307,4330569,0.0
113308,4331799,0.0038022813688212928
113309,4332474,0.016203703703703703
113310,4333316,0.007011393514460999
113311,4334421,0.0011554015020219526
113312,4334462,0.0018126888217522659
113315,0118380,0.01645123384253819
113316,0114496,0.006493506493506494
113319,4332839,0.02362669816893089
113352,4334371,0.002070393374741201
113354,4337762,0.000851063829787234
113358,4331039,0.08904109589041095
113365,4334470,0.0525965379494008
113382,0102368,0.0835427135678392
113390,4333951,0.1279373368146214
113418,4334116,0.018584070796460177
113419,4334728,0.016777041942604858
113453,4332904,0.013723150357995227
113461,4335782,0.006763787721123829
113465,4333795,0.023976608187134502
113483,4330080,0.012391573729863693
113489,4333522,0.0026560424966799467
113496,4335949,0.009681881051175657
113500,4337200,0.03850050658561297
113509,4338950,0.014696876913655848
113519,0135087,0.17217391304347826
113529,4330254,0.05489260143198091
113531,0123794,0.0
113537,4338802,0.011235955056179775
113550,0141283,0.008207934336525308
113555,0135970,0.005434782608695652
113562,4330122,0.009216589861751152
113567,4330247,0.0106951871657754
113573,0137315,0.02875399361022364
115416,4430518,0.03051106025934401
115422,4430245,0.03409090909090909
115438,0105858,0.10706319702602231
115448,4437901,0.1743435213086526
115454,4436754,0.00667779632721202
115464,4430096,0.020202020202020204
115467,4430187,0.015748031496062992
115468,4432340,0.011385199240986717
115471,4437109,0.0035810205908683975
115472,4437406,0.002717391304347826
115477,4430146,0.012195121951219513
115483,4430211,0.012965964343598054
118689,4530192,0.08695652173913043
118690,4530804,0.019230769230769232
118694,4530051,0.029850746268656716
118695,4530028,0.02696078431372549
118733,4530010,0.08
118738,4531901,0.017432646592709985
118780,4530150,0.010309278350515464
118783,4532750,0.029435813573180702
118784,4530044,0.003826530612244898
118786,4530200,0.15517241379310345
118787,4530267,0.003236245954692557
118788,4530309,0.007407407407407408
118789,4537304,0.014168530947054437
121578,4731253,0.029411764705882353
121582,4732707,0.2
121596,4733309,0.07179487179487179
121605,4734356,0.10869565217391304
121606,4734901,0.0
121607,4735403,0.023346303501945526
121608,4738753,0.005050505050505051
121616,4739207,0.0637329286798179
123064,4831004,0.022026431718061675
123074,4832259,0.04459203036053131
123081,4830170,0.014652014652014652
123083,4830451,0.065796082370668
123093,4833000,0.052601486563750716
123115,4830071,0.015625
123125,4838801,0.00883912787271656
123128,4830113,0.0
123140,0141150,0.0625
123143,4837803,0.008
123144,4830089,0.01763367463026166
123153,0139816,0.04477611940298507
123156,4830147,0.046794871794871795
123164,4830196,0.050200803212851405
128538,4930855,0.04866180048661801
128544,0123786,0.0
128553,4935482,0.03491543917075832
128555,4930384,0.005763688760806916
128582,4932554,0.0
128625,4930012,0.01644157369348209
128632,4935151,0.005686433793663688
128635,4930111,0.025
128675,4930160,0.0823937554206418
128678,4930244,0.01653398652786283
128679,4934154,0.02702702702702703
128681,4935292,0.04993514915693904
128685,4936803,0.040145985401459854
128704,4937256,0.0018034265103697023
128717,4930400,0.007947019867549669
128725,0138263,0.0
128733,4930228,0.007860752386299831
132594,0108076,0.029484029484029485
132595,5030879,0.03365658870507701
132599,5030168,0.06666666666666667
132612,0107136,0.009433962264150943
132619,5031521,0.07668711656441718
132641,5032651,0.0033594624860022394
132681,5030010,0.005878894767783657
132682,5031380,0.019767941555651054
132683,0110593,0.005469078670593185
132684,0121129,0.002061855670103093
132685,5034905,0.018114450391107453
132687,5030135,0.01964367291000457
132689,5031802,0.016246259085079092
132695,5035902,0.007113821138211382
132705,5035654,0.00672782874617737
132708,5030192,0.011363636363636364
132720,5036256,0.02630221763795771
132729,5036850,0.03612903225806452
132775,5030283,0.014111006585136407
132782,5037700,0.015230312035661218
132794,5030259,0.008291873963515755
134719,5132758,0.025157232704402517
134723,5135256,0.0093603744149766
134736,0114207,0.07692307692307693
134740,5137500,0.026954177897574125
134756,0107722,0.026997840172786176
134761,5139001,0.02429805615550756
136622,5231675,0.029411764705882353
136623,5231709,0.04610951008645533
136624,0137414,0.0273972602739726
136638,5235106,0.03070175438596491
136640,5237201,0.0502092050209205
136641,5237151,0.12777777777777777
137804,5337407,0.24242424242424243
137805,5330022,0.2727272727272727
137810,5337456,0.09210526315789473
137814,0125633,0.14096916299559473
143194,5430301,0.018518518518518517
143214,5433230,0.0462478184991274
143216,5431184,0.017179023508137433
143234,5431598,0.025210084033613446
143240,5430210,0.03038309114927345
143255,5432414,0.07314974182444062
143256,0124776,0.04878048780487805
143272,5430251,0.018362662586074982
143273,0116590,0.0019193857965451055
143276,5432786,0.01579466929911155
143280,5434113,0.019349164467897976
143285,5434931,0.012269938650306749
143296,0136507,0.044581091468101464
143331,5430061,0.0021321961620469083
143332,0119602,0.0
143335,0107649,0.06666666666666667
143336,0116368,0.01753393665158371
143337,0130708,0.03680981595092025
143338,5430145,0.03333333333333333
143339,5435409,0.019871420222092345
143340,5435466,0.021760633036597428
143351,5430368,0.03788634097706879
143356,5430046,0.04512306289881495
143368,5432828,0.04686617730095991
143371,5434527,0.029141104294478526
143379,0109751,0.031207598371777476
143380,0120659,0.03139013452914798
143388,5436282,0.013062409288824383
144801,5530084,0.0
144803,5530076,0.10909090909090909
144815,5536503,0.04946236559139785
144816,5530043,0.035398230088495575
144828,5536750,0.01890359168241966
147684,5633748,0.03314393939393939
147689,5637004,0.04345340194396798
147693,5630116,0.015664477008590198
147697,5632021,0.02544769085768143
147726,5633250,0.008045977011494253
147730,5630371,0.0
147736,5630132,0.0006565988181221273
147749,5634076,0.026578073089700997
147774,5631619,0.052783109404990404
147776,0120634,0.0
147778,5631742,0.09891870244293152
147779,0125674,0.05666156202143951
147783,5632849,0.1118195193722413
147785,5634548,0.08531359563693026
147786,0136804,0.08080808080808081
147787,5630389,0.13011283497884343
147788,0131698,0.04642857142857143
147789,5634761,0.08325404376784015
147823,5635776,0.07405063291139241
147843,5635008,0.044087136929460584
147845,5630322,0.014084507042253521
147846,5636188,0.03698150924537731
147859,5630223,0.026455026455026454
147864,0109900,0.06381856540084388
147868,5630793,0.04581072935503315
147874,5630298,0.016597510373443983
147876,5630348,0.015592515592515593
147892,5637822,0.05317073170731707
149214,5732904,0.0576271186440678
149222,5735154,0.028181417877586965
149227,0135939,0.011428571428571429
149248,0101162,0.018913971934106162
149256,5738802,0.010851419031719533
149258,0113787,0.30434782608695654
150427,5830013,0.050359712230215826
150430,5835202,0.060798548094373864
150449,5838305,0.038766519823788544
150450,5830047,0.0125
